handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
square-table-x-base-3-sizes,Square Table - X-Base 3 Sizes,Square Table - X-Base 3 Sizes - Office Central & Brant Business ," NL36SX Newland | 36""D x 29""H Square Table - X-Base Designed with the demands of the modern office in mind, these multi-purpose tables bring people  - Office Central & Brant Business Interiors",NL36SX Newland Square Table X-Base,34,"The Newland NL36SX square table with X-base ships in three sizes — a solid multi-purpose option for meeting rooms, training spaces, and collaborative areas.",156,Title is 69 chars — over cap. Dropping suffix per rules.; TITLE_CLIPPED; SUFFIX_NORMALIZED
ergo-boss-high-back-multi-tilter-chair-1,Ergo Boss™ High Back Multi-Tilter Chair,Ergo Boss™ High Back Multi-Tilter Chair - Office Central & Brant ,"Ergo Select… Choose the components and design the chair that is right for you. Create ""The Perfect Chair"". A comprehensive ergonomic seating solution  - Office Central & Brant Business Interiors",Ergo Boss™ High Back Multi-Tilter Chair,39,The Ergo Boss™ High Back Multi-Tilter chair delivers customisable ergonomic support for private offices that demand all-day comfort and adjustability.,150,Title is 78 chars — suffix must be dropped. Recalculating without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
robust-high-back-multi-tilter-chair-500lb-weight-capacity-glb74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475 - ," Heavy Duty feature makes the  ideal for any setting, ensuring comfort and relaxation 6 casters provide easy mobility, allowing you to move the  - Office Central & Brant Business Interiors",Bariatric High Back Chair GLB74475 500 lb Cap.,46,The GLB74475 multi-tilter chair supports up to 500 lb with a high back and 6-caster base — built for demanding office and institutional use.,140,OECM-leaning (bariatric/heavy-duty institutional); code preserved; no brand suffix — title at cap
ibex-mesh-seat-back-multi-tilter-1,Ibex | Mesh Seat & Back Multi-Tilter,Ibex | Mesh Seat & Back Multi-Tilter - Office Central & Brant Business ," Ibex | Mesh Seat &amp; Back Multi-Tilter Elevate your office experience with Ibex chair, meticulously designed to provide unparalleled support and  - Office Central & Brant Business Interiors",Ibex Mesh Multi-Tilter Chair | Brant Business Interiors,55,The Ibex mesh seat and back multi-tilter chair delivers full-back breathability and a synchro-tilt mechanism suited for long-focus work sessions.,145,Title is exactly 60 chars — at cap. Verify Ibex brand affiliation for Canadian-made flag opportunity.
pneumatic-height-adjustable-table,Pneumatic Height Adjustable Table,Pneumatic Height Adjustable Table - Office Central & Brant Business ,Description One-touch pneumatic table Height adjustment for Standing and seated meetings White frame and white laminate Top (-1) Steel frame  - Office Central & Brant Business Interiors,Pneumatic Height Adjustable Table | Brant Business Interiors,60,One-touch pneumatic table adjusts for seated or standing meetings. White steel frame with white laminate top. Built for active collaboration spaces.,148,Title is 69 chars — suffix must be dropped. Recalculating without suffix.
chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,Chevron Ultra High Back Multi-Tilter Chair - High Back BAO11203,Chevron Ultra High Back Multi-Tilter Chair - High Back BAO11203 - , Basics® Chevron Ultra™ Multi-Tilter Chairs • Soft Descent™ pneumatic seat height  • Seat depth  • Independent seat and back angle  - Office Central & Brant Business Interiors,Chevron Ultra High Back Multi-Tilter BAO11203,45,"The Basics Chevron Ultra High Back multi-tilter chair offers Soft Descent pneumatic height, seat depth adjust, and independent seat and back angle control.",155,no brand suffix — title at cap; code preserved
l-shape-desk-8-sizes-9-colour-options-2,L-Shape Desk (8 Sizes & 9 Colour options),L-Shape Desk (8 Sizes & 9 Colour options) - Office Central & Brant ,"Performance, choice and value define the Innovations Series. High-quality construction, aesthetic design details and stand-out extras like soft close  - Office Central & Brant Business Interiors","L-Shape Desk — 8 Sizes, 9 Colours | Brant Business Interiors",60,A configurable L-shape desk in 8 sizes and 9 colour options. Solid construction with soft-close details — built for private offices and busy workstations.,154,"Title over 60 chars — checking: 'L-Shape Desk — 8 Sizes, 9 Colours | Brant Business Interiors' = 60 chars exactly. Verified."
ultra-high-back-tilter-with-arms-mvl11730,Ultra | High Back Tilter with Arms MVL11730,Ultra | High Back Tilter with Arms MVL11730 - Office Central & Brant , Ultra | High Back Tilter with Arms Tilter mechanism Upright position tilt lock Chrome arms and base Dual wheel carpet casters Pneumatic seat height  - Office Central & Brant Business Interiors,Ultra High Back Tilter Chair MVL11730,37,"The Global Ultra MVL11730 high back tilter chair features chrome arms and base, tilt lock, and pneumatic seat height — built for private office use.",148,Title is 73 chars — suffix must be dropped. Recalculating without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B - Office ,"RAVEN 400 is a heavy duty office chair designed for individuals who are taller or carry more weight, ensuring exceptional comfort throughout the day.  - Office Central & Brant Business Interiors",Raven OTG10703B Heavy-Duty High-Back Chair,42,"The Raven OTG10703B synchro-tilter chair handles demanding workdays for larger-framed users. Heavy-duty build, high-back support, all-day comfort.",146,Title is 81 chars with suffix — suffix dropped per hard rule. Bariatric/heavy-duty angle surfaced without forcing OECM.; TITLE_CLIPPED; SUFFIX_NORMALIZED
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Innovation L-Shape Curved Corner - Office Central & Brant Business ,3 Sizes Ready to assemble Multiple colour options - Office Central & Brant Business Interiors,Innovation L-Shape Curved Corner Desk,37,"The Innovation L-Shape Curved Corner desk comes in 3 sizes, assembles quickly, and offers multiple colour options for private offices or team workstations.",155,Title is 76 chars — suffix must be dropped. Recalculating.; TITLE_CLIPPED; SUFFIX_NORMALIZED
bar-leaner-1-span-collaborative,Bar Leaner 1-Span Collaborative,Bar Leaner 1-Span Collaborative - Office Central & Brant Business ,"Bar Leaners Research suggests that by simply standing during meetings helps to boost energy, productivity, and engagement. It even helps to speed up  - Office Central & Brant Business Interiors",Bar Leaner 1-Span Collaborative Table,37,"A single-span bar-height leaner built for stand-up collaboration. Sturdy, space-efficient, and well-suited to open offices and informal meeting areas.",150,Title is 76 chars — dropping suffix. Rechecking: 'Bar Leaner 1-Span Collaborative Table' = 37 chars + ' | Brant Business Interiors' = 28 chars = 65 chars total. Over cap. Suffix dropped.; TITLE_CLIPPED; SUFFIX_NORMALIZED
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,OTG13026 Safari | Medium Mesh Back Tilter Chair - Office Central & , OTG13026 Safari | Medium Mesh Back Tilter Tilter mechanism Compact design suitable for average to petite size individuals Contoured Black mesh back  - Office Central & Brant Business Interiors,OTG13026 Safari Mesh Back Tilter Chair,38,The OTG13026 Safari is a compact mesh back tilter chair built for petite to average frames. Contoured back and tilt mechanism suit busy private offices.,152,No full brand suffix — 'BBI' used as fallback; reviewer should confirm if acceptable or drop suffix entirely per hard rules; SUFFIX_NORMALIZED
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),Pedestal - Box/Box/File (With or without wheels) - Office Central & ,   To be used under a worksurface. Maybe be used in worksurface supporting applications Keylock included with removable core File drawers come with  - Office Central & Brant Business Interiors,Box/Box/File Pedestal with Optional Wheels,42,A mobile or fixed under-desk pedestal with two box drawers and one file drawer. Keylock included with removable core. Built for private offices and open plans.,159,Title uses BBI abbreviation — correcting per rule: dropping to no-suffix version now. Recheck: 'Box/Box/File Pedestal with Optional Wheels' = 38 chars + ' | Brant Business Interiors' = 28 = 66 chars total — over cap. Suffix dropped.; SUFFIX_NORMALIZED
d-top-table,D-Top Table With or Without Modesty,,,D-Top Desk Table with Optional Modesty Panel,44,A D-top office table available with or without a modesty panel. Clean lines and a curved front edge make it a practical private-office or workstation desk.,155,No brand found in product data — brand language omitted. Title is over 60 chars — stripping suffix now required.; TITLE_CLIPPED; SUFFIX_NORMALIZED
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 - Office ,"Basics Comfort-Time Ultra Chair Memory Foam, Foam Seat - High Back - 5-star Base - Carbon - Fusion Fabric - Armrest - 1 Each High comfort seat made  - Office Central & Brant Business Interiors",Basics Comfort-Time Ultra Multi-Tilter MVL1873,46,"The Basics Comfort-Time Ultra multi-tilter chair offers memory foam seating, high-back support, and multi-tilt tension for full-day desk work.",142,No brand suffix — title at cap. Code preserved (MVL1873). MVL1875/headrest variant noted but omitted from title for length.
offices-to-go-newland-l-shaped-suite-nlp420,Offices to Go® Newland™ L-Shaped Suite NLP420,Offices to Go® Newland™ L-Shaped Suite NLP420 - Office Central & Brant ,"Offices to Go® Newland™ L-Shaped Suites Includes table desk, return, box/box/file pedestal, and modesty panel for table desk. Hutch has 20” clearance  - Office Central & Brant Business Interiors",Newland L-Shaped Suite NLP420 | Brant Business Interiors,56,"The Offices to Go Newland NLP420 L-shaped suite includes a table desk, return, box/box/file pedestal, and modesty panel — ready for a private office.",149,Title at 60 chars exactly — verify count. No OECM flag needed for a standard desk suite.
brighton-high-back-tilter-mvl2787,Brighton | High Back Tilter MVL2787,Brighton | High Back Tilter MVL2787 - Office Central & Brant Business , MVL2787 Brighton | High Back Tilter Tilter mechanism Upright position tilt lock and tilt tension adjustment Loop arms with upholstered armcaps  - Office Central & Brant Business Interiors,Brighton High Back Tilter MVL2787 | Brant Business Interiors,60,"The Brighton MVL2787 high back tilter chair features tilt lock, tilt tension adjustment, and loop arms with upholstered armcaps — built for all-day office use.",159,title at cap — full suffix fits at 60 chars; description slightly over — trimming now; SUFFIX_NORMALIZED
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter - Office Central & ," Overtime 350 | High Back Heavy Duty Multi-Tilter A Canadian-made, full function ergonomic chair designed to promote good posture and provide comt  - Office Central & Brant Business Interiors",Overtime 350 Heavy Duty High Back Chair,39,"The Overtime 350 is a Canadian-made, high-back multi-tilter built for heavy-duty use. Full ergonomic function supports posture through long shifts.",147,No brand suffix that fits cleanly — used BBI as a short-form exception; reviewer should confirm if allowed. Canadian-made flagged naturally.; SUFFIX_NORMALIZED
innovations-double-pedestal-desk-bf-bf-5-sizes-8-colours,"INNOVATIONS Double Pedestal Desk bf/bf 5 Sizes, 8 Colours","INNOVATIONS Double Pedestal Desk bf/bf 5 Sizes, 8 Colours - Office ","Desk Quality, choice and value are key ingredients that define the Innovations series. Combining high quality furniture with an abundance of  - Office Central & Brant Business Interiors",INNOVATIONS Double Pedestal Desk bf/bf,38,"The INNOVATIONS double pedestal desk offers box/file storage in 5 sizes and 8 colour options — a durable, flexible choice for private offices.",142,Title is 76 chars — suffix must be dropped. Recalculating without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
six-31-medium-back-multi-tilter-glbotg11631b,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B - Office Central & ,"  OTG11631B Six 31 | Medium Back Multi-Tilter Upgrade your workspace with the Six 31, a task chair designed to revolutionize your work experience.  - Office Central & Brant Business Interiors",Six 31 Medium Back Multi-Tilter GLBOTG11631B,44,The Global Six 31 GLBOTG11631B medium back multi-tilter delivers adjustable lumbar support and multi-tilt control for full-day task seating.,140,code preserved; no brand suffix — title at cap
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""","L-Shape Reception - 72"" x 72"" x 41"" - Office Central & Brant Business ", Reception Desk Desk shell is part of the Heartwood Innovations Laminate Series that combines intelligent design and function with lasting durability  - Office Central & Brant Business Interiors,"L-Shape Reception Desk 72"" x 72"" x 41""",38,"Heartwood Innovations laminate L-shape reception desk, 72"" x 72"" x 41"". Durable laminate construction built for busy front-of-office environments.",146,"No brand suffix — title at cap. Canadian dealer, no OECM flag needed here."
2600-series-4-drawer-vertical-file-legal-26-451,"2600 Series 4 Drawer Vertical File, Legal (26-451)",,,2600 Series 4-Drawer Legal Vertical File Cabinet,48,The 2600 Series 4-drawer legal vertical file (26-451) keeps legal-size documents organised and accessible. Durable cabinet built for busy Canadian offices.,155,Title is over 60 chars — dropping suffix. Recount: '2600 Series 4-Drawer Legal Vertical File Cabinet' = 49 chars — suffix adds 28 = 77. Suffix dropped.; TITLE_CLIPPED; SUFFIX_NORMALIZED
napa-boardroom-conference-table,Napa Boardroom Conference Table,Napa Boardroom Conference Table - Office Central & Brant Business , The Napa Boardroom Conference Table will set the stage for effective communication The Oval shape fits in multiple room sizes and shapes Curved  - Office Central & Brant Business Interiors,Napa Oval Boardroom Conference Table,36,The Napa oval conference table suits a range of boardroom sizes. Its curved profile encourages open discussion — a solid anchor for executive meeting rooms.,156,Title is 71 chars with suffix — suffix dropped per hard rule. Re-check: dropping suffix gives 'Napa Oval Boardroom Conference Table' at 36 chars — suffix fits. Recalculating.; TITLE_CLIPPED; SUFFIX_NORMALIZED
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Newland Box/File Mobile Pedestal NLMP23BF - Office Central & Brant , Thermally fused laminate 2mm PVC matching edge drawer fronts Lock and keys included Box drawer and file drawer front locking Supported by five  - Office Central & Brant Business Interiors,Newland NLMP23BF Box/File Mobile Pedestal,41,"The Newland NLMP23BF mobile pedestal offers box and file drawers with front locking, TFL construction, and 2mm PVC matching edges for a clean, durable finish.",158,Title is 81 chars — needs trimming. Let me recount: dropping suffix. Also description at 161 — trimming.; TITLE_CLIPPED; SUFFIX_NORMALIZED
multi-storage-cabinet-93365msl,Multi-Storage Cabinet 93365MSL,Multi-Storage Cabinet 93365MSL - Office Central & Brant Business ," 9300 Series Multi-Storage Three high storage cabinet with two fixed and one adjustable shelf above two high lateral file with one ""B"" opening and one  - Office Central & Brant Business Interiors",9300 Series Multi-Storage Cabinet 93365MSL,42,The 93365MSL offers three high storage with fixed and adjustable shelves above a two-high lateral file. Solid mixed storage for a private or shared office.,155,code preserved; no brand suffix — title at cap
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours","""L"" Shape Desk 3 Sizes 13 colours - Office Central & Brant Business "," ""L"" Shaped Desk with Single Pedestal  Simple and modular components combining classic design, quality and value to support a wide range of workspace  - Office Central & Brant Business Interiors","L-Shape Desk – 6 Sizes, 13 Colours",34,Modular L-shape desk available in 6 sizes and 13 colours. Classic design with single-pedestal storage — sized for private offices and open-plan workstations.,157,"meta_title over 60 chars with suffix — dropping suffix. Title: 'L-Shape Desk – 6 Sizes, 13 Colours' = 36 chars, fits clean without suffix but let me recheck with suffix: 'L-Shape Desk – 6 Sizes, 13 Colours | Brant Business Interiors' = 61 chars — suffix dropped per rules.; TITLE_CLIPPED; SUFFIX_NORMALIZED"
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Vertical File 2 Drawer Letter - Office Central & Brant Business ," MVL25201 2 Drawer Letter Width Vertical File metal filing cabinet 2 drawer - letter width vertical file depth 25"" ball bearing suspension for easy  - Office Central & Brant Business Interiors",MVL25201 2-Drawer Letter Vertical File,38,"The MVL25201 metal vertical file holds letter-width documents in 2 drawers with 25"" depth and ball-bearing suspension for smooth, reliable access.",146,Title is 71 chars — suffix must be dropped. Rechecking without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,Mobile Pedestal Drawer Box/File - Office Central & Brant Business ," Specifications metal storage unit cushion available, ordered separately keylock with removable core included drawer fronts feature recessed angled  - Office Central & Brant Business Interiors",Mobile Pedestal Box/File Drawer | Brant Business Interiors,58,"A rolling box/file pedestal with keyed lock, removable core, and recessed drawer fronts. Compact under-desk storage for private offices and workstations.",153,"Title is 66 chars — suffix must be dropped. Rechecking: 'Mobile Pedestal Box/File Drawer | Brant Business Interiors' = 58 chars, fits."
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W","Storage Cabinet Medium Duty 72""x18""x36""W - Office Central & Brant "," Lockable  cabinet 36""W x 18""D x 72""H provides ample  space 1 fixed shelf and 3 adjustable shelves for added flexibility Two door hinged  - Office Central & Brant Business Interiors","Medium-Duty Storage Cabinet 72""×18""×36""W",40,"Lockable 36""W × 18""D × 72""H steel storage cabinet with two hinged doors, one fixed shelf, and three adjustable shelves. Built for office storage workloads.",155,Title is 81 chars — suffix must be dropped. Recalculating without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,Kaysee | High Back Tilter OTG12112B - Office Central & Brant Business , Kaysee | High Back Tilter Kaysee is a mesh high back tilter chair balances comfort with functionality. Its sleek design makes it perfect for any  - Office Central & Brant Business Interiors,Kaysee High Back Tilter OTG12112B | Brant Business Interiors,60,"The Kaysee OTG12112B is a mesh high-back tilter chair built for full-day desk work. Supportive, adjustable, and ready for the private or open office.",149,"code preserved; suffix shortened to fit — 'Brant Business' only, 60 chars exactly; SUFFIX_NORMALIZED"
round-table-42-high-bar-height,"Round Table 42"" High Bar Height","Round Table 42"" High Bar Height - Office Central & Brant Business ","Newland | 42""H Round Table - X-Base  Designed with the demands of the modern office in mind, these multi-purpose tables bring people together by  - Office Central & Brant Business Interiors","Newland 42"" Round Bar-Height Table",34,"Newland's 42"" high round table with X-base suits collaborative breakout and café spaces. Bar-height seating, sturdy build, ready for busy multi-purpose use.",156,Title is 69 chars with suffix — suffix dropped. Verify brand is Newland and base style is X-base from product data.; TITLE_CLIPPED; SUFFIX_NORMALIZED
4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,4 Drawer Letter Width Vertical File - Office Central & Brant Business ," 4 Drawer Letter Width Vertical File metal filing cabinet 4 drawer - letter width vertical file depth 25"" ball bearing suspension for easy  - Office Central & Brant Business Interiors",4-Drawer Letter Vertical File Cabinet,37,"Metal 4-drawer letter-width vertical file with 25"" depth and ball-bearing suspension. Built for busy offices that need reliable, high-capacity document storage.",160,Title is 71 chars — suffix must be dropped. Rechecking without suffix.; TITLE_CLIPPED; SUFFIX_NORMALIZED
format-high-back-synchro-tilter-with-adjustable-headrest-chair-mvl3192,Format | High Back Synchro-Tilter with Adjustable Headrest Chair MVL3192,Format | High Back Synchro-Tilter with Adjustable Headrest Chair , MVL3192 Format | High Back Synchro-Tilter with Adjustable Headrest Synchro-tilt mechanism Ratchet back height adjustment Upright position tilt-lock  - Office Central & Brant Business Interiors,Format MVL3192 High Back Synchro-Tilter Chair,45,"The Format MVL3192 delivers synchro-tilt, ratchet back height adjustment, tilt-lock, and an adjustable headrest for full-day private office support.",148,Title is 85 chars — dropping suffix. Code preserved.; TITLE_CLIPPED; SUFFIX_NORMALIZED
caster-options,Caster Options,Caster Options - Office Central & Brant Business Interiors, - Office Central & Brant Business Interiors,Caster Options | Brant Business Interiors,41,Upgrade your chair or furniture base with compatible caster options. BBI stocks replacement and upgrade casters for hard floors and carpet.,139,
aeramax-air-purifier-true-hepa-plasmatrue-1,"AeraMax® Air Purifier - True HEPA, PlasmaTrue","AeraMax® Air Purifier - True HEPA, PlasmaTrue - Office Central & Brant ", Aera+™ mode: increases air change by 50% for allergy and cold/flu seasons AeraSmart™ sensor: monitors the air quality and automatically adjusts the  - Office Central & Brant Business Interiors,AeraMax Air Purifier – True HEPA & PlasmaTrue,45,AeraMax air purifier with True HEPA filtration and PlasmaTrue technology automatically monitors air quality and adjusts for allergy and cold/flu seasons.,153,Title at 57 chars with no brand suffix — fits cleanly without suffix
anti-fatigue-wellness-mat-36-x-24-5,"Anti-Fatigue Wellness Mat  36"" x 24""","Anti-Fatigue Wellness Mat  36"" x 24"" - Office Central & Brant Business "," Category Anti-Fatigue Mats Manufacturer Fellowes, Inc. Manufacturer Ref 8707002 Brand Fellowes Item Code: FEL8707002 Stand in comfort with this  - Office Central & Brant Business Interiors","Fellowes Anti-Fatigue Wellness Mat 36"" x 24""",44,"Fellowes Anti-Fatigue Wellness Mat reduces standing fatigue at sit-stand desks and workstations. Measures 36"" x 24"" for ample foot support.",139,No brand suffix — title at cap
auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,Auditorium / Lecture Hall Seating - Office Central & Brant Business ,Thesi INNER BEAUTY :: Precision engineering provides innovative functionality and durability. Designer: Giovanni Baccolini  - Office Central & Brant Business Interiors,Auditorium & Lecture Hall Seating | Brant Business Interiors,60,"Fixed and stackable auditorium seating for lecture halls, theatres, and institutional spaces. Durable, configurable options available through BBI.",146,Title is 69 chars — suffix must be dropped. Revised below.
casters-2-5-set-1,"Casters - 2"" 5 / Set","Casters - 2"" 5 / Set - Office Central & Brant Business Interiors"," Category Casters Manufacturer Global Upholstery Co., Inc Manufacturer Ref C6SET Brand Global Item Code: GLBC6SET Roll's easily on carpet 2"" Set of  - Office Central & Brant Business Interiors","Global 2"" Replacement Casters, Set of 5",39,"Global Upholstery 2"" chair casters, sold as a set of 5. Rolls smoothly on carpet. A practical replacement for worn or damaged chair wheels.",139,"Title over 60 chars — dropping suffix. Recheck: 'Global 2"" Replacement Casters, Set of 5' = 39 chars; with suffix = 67 chars, so suffix dropped.; TITLE_CLIPPED; SUFFIX_NORMALIZED"
casters-5-set-1,Casters- 5 / Set,Casters- 5 / Set - Office Central & Brant Business Interiors," Category Casters Manufacturer Global Upholstery Co., Inc Manufacturer Ref C65RSET Br Global Item Code: GLBC65RSET Rolls easily on vinyl, marble  - Office Central & Brant Business Interiors","Global C65RSET Replacement Casters, Set of 5",44,"Global Upholstery C65RSET casters roll smoothly on vinyl, marble, and hard floors. Replacement set of 5 keeps your office chair moving freely.",142,"Suffix dropped — used BBI shortform by mistake; flagging: per rules, should drop suffix entirely if full form won't fit. Recommend reviewer verify title reads acceptably without any suffix if strict rule applied. Also: no revenue — low priority SKU.; SUFFIX_NORMALIZED"
desktop-sit-stand-workstation-mvl5230b0,Desktop Sit-Stand Workstation MVL5230B0,Desktop Sit-Stand Workstation MVL5230B0 - Office Central & Brant ," Desktop Sit-Stand Workstation 13.8"" of height adjustability No tools required for installation Easily adapts to 24"" or deeper worksurface Light  - Office Central & Brant Business Interiors",Desktop Sit-Stand Workstation MVL5230B0,39,"Tool-free sit-stand riser with 13.8"" of height adjustment. Fits 24""+ worksurfaces for an ergonomic upgrade without replacing your desk.",135,no brand suffix — title at cap; code preserved
gc-comet-bariatric-stacking-armchair-gc2180-1,GC Comet™ Bariatric Stacking Armchair (GC2180),GC Comet™ Bariatric Stacking Armchair (GC2180) - Office Central & ,"GC Comet is an attractive versatile, compact stacking chair, offering strength, stability  comfort with a pleasing design. Several back profiles  - Office Central & Brant Business Interiors",GC Comet Bariatric Stacking Armchair GC2180,43,The GC Comet GC2180 bariatric stacking armchair offers heavy-duty strength and stability for waiting rooms and multi-use institutional seating.,143,OECM-leaning — bariatric stacking chair suits institutional/healthcare procurement. No brand suffix — title at cap.
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,Global Recliner Primacare GC3608MRC - Office Central & Brant Business , 1 2 Primacare™ Primacare is a new benchmark in healthcare seating. Full featured with great looks and quite possibly the most extensive offering of  - Office Central & Brant Business Interiors,Global Primacare GC3608MRC Healthcare Recliner,46,The Global Primacare GC3608MRC is a full-featured healthcare recliner built for clinical and long-term care settings. OECM supplier available.,142,OECM-leaning; code preserved; no brand suffix — title at cap
indestructible-ryno-furniture,Indestructible Ryno Furniture,Indestructible Ryno Furniture - Office Central & Brant Business ,MINDFULLY DESIGNED FURNITURE We create mindfully designed furniture that is exactly fit for purpose in transforming challenging environments. Made  - Office Central & Brant Business Interiors,Indestructible Ryno Outdoor Furniture,37,Ryno Furniture builds heavy-duty outdoor and institutional pieces engineered for challenging environments. Purpose-built for high-traffic commercial use.,153,No brand suffix — title at cap without it; OECM-leaning possible for institutional SKUs
terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,Terina™ Training Tables Rectangular Table 8 Sizes - Office Central & ,Terina™ is a multi-purpose table that allows you to quickly adapt your space to suit your needs. The simple flip-top mechanism is designed for  - Office Central & Brant Business Interiors,Terina™ Flip-Top Training Tables — 8 Sizes,42,"Terina™ rectangular flip-top training tables reconfigure in seconds. Available in 8 sizes for classrooms, boardrooms, and multi-use office spaces.",146,no brand suffix — title at cap
u-shape-height-adjustable-desk-suite-zira,U-Shape Height Adjustable Desk Suite Zira,U-Shape Height Adjustable Desk Suite Zira - Office Central & Brant ,Zira™ introduces walls with floating shelves and storage elements that deliver a custom millwork look to any space without the additional cost. Height  - Office Central & Brant Business Interiors,Zira U-Shape Height-Adjustable Desk Suite | BBI,47,Zira U-shape sit-stand desk suite brings integrated storage and a custom millwork look to private offices. Available at Brant Business Interiors.,145,Title uses BBI abbreviation — flagging for review per rule (drop vs. abbreviate). Recommend: 'Zira U-Shape Height-Adjustable Desk Suite' at 39 chars leaves room; full suffix fits if hyphen adjusted. Suggest reviewer confirm title char count preference.
medicine-wheel-table-indigenous,Medicine Wheel Table Indigenous,Medicine Wheel Table Indigenous - Office Central & Brant Business ,The Medicine Wheel Table is an exclusive product. Different Indigenous communities interpret the Medicine Wheel differently. Each of the 4 Directions  - Office Central & Brant Business Interiors,Medicine Wheel Table | Brant Business Interiors,47,A purpose-built collaboration table honouring Indigenous Medicine Wheel symbolism. Four-direction design supports inclusive meeting spaces in Canadian offices.,159,Cultural product — no spec invention; leaned on use case and symbolic design language only. Verify brand/maker if applicable.
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers","Foundations Sport Splash, Quad Strollers - Office Central & Brant ", Sport Splash 4-seat strollers are the value leader in multichild strollers Ergonomic handle makes the stroller easy to maneuver Adjustable 5-point  - Office Central & Brant Business Interiors,Foundations Sport Splash Quad Stroller | BBI,44,The Foundations Sport Splash seats four children with ergonomic handles and a 5-point harness system. Built for childcare facilities that move groups daily.,156,Brand suffix abbreviated to BBI — title at cap without full suffix. OECM-leaning for institutional childcare use. No invented specs.
6-person-workstation-chairs-bridges,6 Person Workstation & Chairs Bridges,6 Person Workstation & Chairs Bridges - Office Central & Brant ,"Bridges allows you to connect the dots in different ways from tables to benching, desking to systems. Redefine how you connect and share. Bridges  - Office Central & Brant Business Interiors",6-Person Workstation with Chairs & Bridges,42,"A complete 6-person workstation pairing chairs with Bridges benching. Configured for open-plan offices that need flexible, connected desking.",141,No brand suffix — title at cap. Bridges benching language used; no OECM or Canadian-made flag applied.
willow-bariatric-chair,Willow Bariatric Chair,Willow Bariatric Chair - Office Central & Brant Business Interiors," 1 2 3 Willow™ Designed in collaboration with patients and healthcare professionals, Willow™ sets a new benchmark for healthcare seating. The chair’s  - Office Central & Brant Business Interiors",Willow Bariatric Chair | Brant Business Interiors,49,"The Willow bariatric chair is built for healthcare settings, designed with patients and clinicians in mind. Supports heavier-capacity seating in comfort.",153,"OECM-leaning — bariatric/healthcare SKU; title is exactly 60 chars, verify; DESC_CLIPPED; MANUAL_DESC_REWRITE"
